,animal,session,cluster ID,learning phase,category
1005,BS_87,BS_87_4_AC.pickle,44,post early,CR (enhanced)
1006,BS_87,BS_87_4_AC.pickle,45,post early,CR (enhanced)
1007,BS_87,BS_87_4_AC.pickle,57,post early,CR (enhanced)
1008,BS_87,BS_87_4_AC.pickle,62,post early,NCR
1009,BS_87,BS_87_4_AC.pickle,63,post early,CR (enhanced)
1010,BS_87,BS_87_4_AC.pickle,73,post early,CR (enhanced)
1011,BS_87,BS_87_4_AC.pickle,74,post early,CR (enhanced)
1012,BS_87,BS_87_4_AC.pickle,80,post early,CR (enhanced)
1013,BS_87,BS_87_4_AC.pickle,82,post early,CR (enhanced)
1014,BS_87,BS_87_4_AC.pickle,99,post early,CR (enhanced)
1015,BS_87,BS_87_4_AC.pickle,115,post early,CR (enhanced)
1016,BS_87,BS_87_4_AC.pickle,124,post early,NCR
1017,BS_87,BS_87_4_AC.pickle,125,post early,CR (enhanced)
1018,BS_87,BS_87_4_AC.pickle,141,post early,CR (enhanced)
1019,BS_87,BS_87_4_AC.pickle,142,post early,CR (enhanced)
1020,BS_87,BS_87_4_AC.pickle,145,post early,NCR
1021,BS_87,BS_87_4_AC.pickle,154,post early,CR (enhanced)
1022,BS_87,BS_87_4_AC.pickle,156,post early,CR (enhanced)
1023,BS_87,BS_87_4_AC.pickle,162,post early,CR (enhanced)
1024,BS_87,BS_87_4_AC.pickle,166,post early,NCR
1025,BS_87,BS_87_4_AC.pickle,172,post early,CR (enhanced)
1026,BS_87,BS_87_4_AC.pickle,181,post early,CR (enhanced)
1027,BS_87,BS_87_4_AC.pickle,187,post early,CR (enhanced)
1028,BS_87,BS_87_4_AC.pickle,211,post early,CR (enhanced)
1029,BS_87,BS_87_4_AC.pickle,216,post early,CR (enhanced)
1030,BS_87,BS_87_4_AC.pickle,219,post early,CR (enhanced)
1031,BS_87,BS_87_4_AC.pickle,227,post early,NCR
1032,BS_87,BS_87_4_AC.pickle,260,post early,CR (enhanced)
1033,BS_87,BS_87_4_AC.pickle,267,post early,CR (enhanced)
1034,BS_87,BS_87_5_AC.pickle,7,post early,CR (enhanced)
1035,BS_87,BS_87_5_AC.pickle,11,post early,NCR
1036,BS_87,BS_87_5_AC.pickle,14,post early,CR (enhanced)
1037,BS_87,BS_87_5_AC.pickle,16,post early,NCR
1038,BS_87,BS_87_5_AC.pickle,18,post early,NCR
1039,BS_87,BS_87_5_AC.pickle,24,post early,CR (enhanced)
1040,BS_87,BS_87_5_AC.pickle,25,post early,NCR
1041,BS_87,BS_87_5_AC.pickle,26,post early,NCR
1042,BS_87,BS_87_5_AC.pickle,28,post early,NCR
1043,BS_87,BS_87_5_AC.pickle,30,post early,NCR
1044,BS_87,BS_87_5_AC.pickle,33,post early,NCR
1045,BS_87,BS_87_5_AC.pickle,35,post early,CR (enhanced)
1046,BS_87,BS_87_5_AC.pickle,37,post early,NCR
1047,BS_87,BS_87_5_AC.pickle,42,post early,NCR
1048,BS_87,BS_87_5_AC.pickle,43,post early,CR (enhanced)
1049,BS_87,BS_87_5_AC.pickle,47,post early,CR (enhanced)
1050,BS_87,BS_87_5_AC.pickle,49,post early,CR (enhanced)
1051,BS_87,BS_87_5_AC.pickle,52,post early,CR (enhanced)
1052,BS_87,BS_87_5_AC.pickle,53,post early,NCR
1053,BS_87,BS_87_5_AC.pickle,55,post early,NCR
1054,BS_87,BS_87_5_AC.pickle,83,post early,CR (enhanced)
1055,BS_87,BS_87_5_AC.pickle,84,post early,CR (enhanced)
1056,BS_87,BS_87_5_AC.pickle,87,post early,CR (enhanced)
1057,BS_87,BS_87_5_AC.pickle,93,post early,CR (enhanced)
1058,BS_87,BS_87_5_AC.pickle,97,post early,CR (enhanced)
1059,BS_87,BS_87_5_AC.pickle,99,post early,CR (enhanced)
1060,BS_87,BS_87_5_AC.pickle,101,post early,CR (enhanced)
1061,BS_87,BS_87_5_AC.pickle,126,post early,NCR
1062,BS_87,BS_87_5_AC.pickle,132,post early,NCR
1063,BS_87,BS_87_6_AC.pickle,3,post early,NCR
1064,BS_87,BS_87_6_AC.pickle,7,post early,NCR
1065,BS_87,BS_87_6_AC.pickle,11,post early,NCR
1066,BS_87,BS_87_6_AC.pickle,14,post early,NCR
1067,BS_87,BS_87_6_AC.pickle,16,post early,NCR
1068,BS_87,BS_87_6_AC.pickle,39,post early,NCR
1069,BS_87,BS_87_6_AC.pickle,40,post early,CR (enhanced)
1070,BS_87,BS_87_6_AC.pickle,44,post early,CR (enhanced)
1071,BS_87,BS_87_6_AC.pickle,51,post early,NCR
1072,BS_87,BS_87_6_AC.pickle,61,post early,NCR
1073,BS_87,BS_87_6_AC.pickle,62,post early,NCR
1074,BS_87,BS_87_6_AC.pickle,70,post early,CR (enhanced)
1075,BS_87,BS_87_6_AC.pickle,84,post early,NCR
1076,BS_87,BS_87_6_AC.pickle,87,post early,NCR
1077,BS_87,BS_87_6_AC.pickle,88,post early,NCR
1078,BS_87,BS_87_6_AC.pickle,98,post early,CR (enhanced)
1079,BS_87,BS_87_7_AC.pickle,6,post early,CR (enhanced)
1080,BS_87,BS_87_7_AC.pickle,9,post early,NCR
1081,BS_87,BS_87_7_AC.pickle,11,post early,NCR
1082,BS_87,BS_87_8_AC.pickle,1,post late,NCR
1083,BS_87,BS_87_8_AC.pickle,2,post late,NCR
1084,BS_87,BS_87_8_AC.pickle,3,post late,CR (enhanced)
1085,BS_87,BS_87_8_AC.pickle,10,post late,NCR
1086,BS_87,BS_87_8_AC.pickle,11,post late,NCR
1087,BS_87,BS_87_8_AC.pickle,45,post late,CR (enhanced)
1088,BS_87,BS_87_8_AC.pickle,66,post late,NCR
1089,BS_87,BS_87_8_AC.pickle,68,post late,CR (enhanced)
1090,BS_87,BS_87_8_AC.pickle,71,post late,CR (enhanced)
1091,BS_87,BS_87_9_AC.pickle,0,post late,NCR
1092,BS_87,BS_87_9_AC.pickle,2,post late,NCR
1093,BS_87,BS_87_9_AC.pickle,3,post late,NCR
1094,BS_87,BS_87_9_AC.pickle,4,post late,NCR
1095,BS_87,BS_87_9_AC.pickle,6,post late,NCR
1096,BS_87,BS_87_9_AC.pickle,13,post late,NCR
1097,BS_87,BS_87_9_AC.pickle,14,post late,NCR
1098,BS_87,BS_87_9_AC.pickle,16,post late,NCR
1099,BS_87,BS_87_9_AC.pickle,25,post late,NCR
1100,BS_87,BS_87_9_AC.pickle,27,post late,NCR
1101,BS_87,BS_87_9_AC.pickle,30,post late,NCR
1102,BS_87,BS_87_9_AC.pickle,31,post late,NCR
1103,BS_87,BS_87_9_AC.pickle,38,post late,NCR
1104,BS_87,BS_87_9_AC.pickle,46,post late,NCR
1105,BS_87,BS_87_9_AC.pickle,48,post late,NCR
1106,BS_87,BS_87_9_AC.pickle,50,post late,NCR
1107,BS_87,BS_87_9_AC.pickle,51,post late,NCR
1108,BS_87,BS_87_9_AC.pickle,60,post late,NCR
1109,BS_87,BS_87_9_AC.pickle,74,post late,CR (enhanced)
1110,BS_87,BS_87_9_AC.pickle,77,post late,NCR
1111,BS_87,BS_87_9_AC.pickle,86,post late,NCR
1112,BS_87,BS_87_9_AC.pickle,87,post late,NCR
1113,BS_87,BS_87_9_AC.pickle,105,post late,CR (enhanced)
1114,BS_87,BS_87_9_AC.pickle,109,post late,NCR
1115,BS_87,BS_87_9_AC.pickle,120,post late,NCR
1116,BS_87,BS_87_9_AC.pickle,128,post late,NCR
1117,BS_87,BS_87_9_AC.pickle,131,post late,NCR
1118,BS_87,BS_87_9_AC.pickle,135,post late,NCR
1119,DS_15,DS_15_12_AC.pickle,1,post expert,NCR
1120,DS_15,DS_15_12_AC.pickle,4,post expert,NCR
1121,DS_15,DS_15_12_AC.pickle,6,post expert,NCR
1122,DS_15,DS_15_12_AC.pickle,8,post expert,NCR
1123,DS_15,DS_15_12_AC.pickle,17,post expert,NCR
1124,DS_15,DS_15_12_AC.pickle,19,post expert,NCR
1125,DS_15,DS_15_12_AC.pickle,22,post expert,CR (enhanced)
1126,DS_15,DS_15_12_AC.pickle,31,post expert,NCR
1127,DS_15,DS_15_12_AC.pickle,32,post expert,NCR
1128,DS_15,DS_15_12_AC.pickle,42,post expert,CR (enhanced)
1129,DS_15,DS_15_12_AC.pickle,47,post expert,NCR
1130,DS_15,DS_15_12_AC.pickle,48,post expert,CR (enhanced)
1131,DS_15,DS_15_12_AC.pickle,60,post expert,NCR
1132,DS_15,DS_15_13_AC.pickle,9,post expert,NCR
1133,DS_15,DS_15_13_AC.pickle,11,post expert,NCR
1134,DS_15,DS_15_13_AC.pickle,12,post expert,NCR
1135,DS_15,DS_15_13_AC.pickle,20,post expert,CR (enhanced)
1136,DS_15,DS_15_13_AC.pickle,25,post expert,CR (enhanced)
1137,DS_15,DS_15_13_AC.pickle,34,post expert,NCR
1138,DS_15,DS_15_13_AC.pickle,41,post expert,CR (enhanced)
1139,DS_15,DS_15_13_AC.pickle,42,post expert,NCR
1140,DS_15,DS_15_13_AC.pickle,60,post expert,NCR
1141,DS_15,DS_15_13_AC.pickle,65,post expert,CR (enhanced)
1142,DS_15,DS_15_13_AC.pickle,67,post expert,NCR
1143,DS_15,DS_15_13_AC.pickle,69,post expert,NCR
1144,DS_15,DS_15_13_AC.pickle,70,post expert,CR (enhanced)
1145,DS_15,DS_15_13_AC.pickle,79,post expert,CR (enhanced)
1146,DS_15,DS_15_13_AC.pickle,80,post expert,CR (enhanced)
1147,DS_15,DS_15_13_AC.pickle,84,post expert,NCR
1148,DS_15,DS_15_13_AC.pickle,86,post expert,CR (enhanced)
1149,DS_15,DS_15_13_AC.pickle,93,post expert,NCR
1150,DS_15,DS_15_13_AC.pickle,98,post expert,NCR
1151,DS_15,DS_15_13_AC.pickle,99,post expert,NCR
1152,DS_15,DS_15_13_AC.pickle,102,post expert,NCR
1153,DS_15,DS_15_13_AC.pickle,105,post expert,CR (enhanced)
1154,DS_15,DS_15_13_AC.pickle,111,post expert,NCR
1155,DS_15,DS_15_13_AC.pickle,112,post expert,NCR
1156,DS_15,DS_15_13_AC.pickle,113,post expert,NCR
1157,DS_15,DS_15_14_AC.pickle,0,post expert,CR (enhanced)
1158,DS_15,DS_15_14_AC.pickle,1,post expert,NCR
1159,DS_15,DS_15_14_AC.pickle,18,post expert,NCR
1160,DS_15,DS_15_14_AC.pickle,20,post expert,CR (suppressed)
1161,DS_15,DS_15_14_AC.pickle,31,post expert,CR (enhanced)
1162,DS_15,DS_15_14_AC.pickle,36,post expert,CR (enhanced)
1163,DS_15,DS_15_14_AC.pickle,41,post expert,CR (enhanced)
1164,DS_15,DS_15_14_AC.pickle,44,post expert,CR (enhanced)
1165,DS_15,DS_15_14_AC.pickle,52,post expert,CR (enhanced)
1166,DS_15,DS_15_14_AC.pickle,54,post expert,CR (enhanced)
1167,DS_15,DS_15_14_AC.pickle,55,post expert,NCR
1168,DS_15,DS_15_14_AC.pickle,58,post expert,CR (enhanced)
1169,DS_15,DS_15_14_AC.pickle,59,post expert,NCR
1170,DS_15,DS_15_14_AC.pickle,65,post expert,NCR
1171,DS_15,DS_15_14_AC.pickle,66,post expert,CR (enhanced)
1172,DS_15,DS_15_14_AC.pickle,71,post expert,NCR
1173,DS_15,DS_15_14_AC.pickle,72,post expert,NCR
1174,DS_15,DS_15_14_AC.pickle,73,post expert,NCR
1175,DS_15,DS_15_14_AC.pickle,82,post expert,NCR
1176,DS_15,DS_15_14_AC.pickle,84,post expert,NCR
1177,DS_15,DS_15_14_AC.pickle,86,post expert,CR (suppressed)
1178,DS_15,DS_15_14_AC.pickle,87,post expert,NCR
1179,DS_15,DS_15_14_AC.pickle,89,post expert,NCR
1180,DS_15,DS_15_14_AC.pickle,93,post expert,NCR
1181,DS_15,DS_15_14_AC.pickle,100,post expert,CR (enhanced)
1182,DS_15,DS_15_14_AC.pickle,104,post expert,NCR
1183,DS_15,DS_15_14_AC.pickle,114,post expert,CR (enhanced)
1184,DS_15,DS_15_14_AC.pickle,121,post expert,CR (enhanced)
1185,DS_15,DS_15_14_AC.pickle,137,post expert,NCR
1186,DS_15,DS_15_14_AC.pickle,146,post expert,NCR
1187,DS_15,DS_15_15_AC.pickle,0,post expert,CR (enhanced)
1188,DS_15,DS_15_15_AC.pickle,6,post expert,CR (enhanced)
1189,DS_15,DS_15_15_AC.pickle,7,post expert,NCR
1190,DS_15,DS_15_15_AC.pickle,10,post expert,NCR
1191,DS_15,DS_15_15_AC.pickle,12,post expert,CR (enhanced)
1192,DS_15,DS_15_15_AC.pickle,19,post expert,CR (suppressed)
1193,DS_15,DS_15_15_AC.pickle,28,post expert,NCR
1194,DS_15,DS_15_15_AC.pickle,29,post expert,NCR
1195,DS_15,DS_15_15_AC.pickle,36,post expert,CR (suppressed)
1196,DS_15,DS_15_15_AC.pickle,41,post expert,NCR
1197,DS_15,DS_15_15_AC.pickle,45,post expert,NCR
1198,DS_15,DS_15_15_AC.pickle,46,post expert,NCR
1199,DS_15,DS_15_15_AC.pickle,57,post expert,NCR
1200,DS_15,DS_15_15_AC.pickle,66,post expert,CR (enhanced)
1201,DS_15,DS_15_15_AC.pickle,77,post expert,NCR
1202,DS_15,DS_15_15_AC.pickle,78,post expert,CR (enhanced)
1203,DS_15,DS_15_15_AC.pickle,81,post expert,CR (enhanced)
1204,DS_15,DS_15_15_AC.pickle,86,post expert,CR (suppressed)
1205,DS_15,DS_15_15_AC.pickle,88,post expert,NCR
1206,DS_15,DS_15_15_AC.pickle,91,post expert,NCR
1207,DS_15,DS_15_15_AC.pickle,101,post expert,NCR
1208,DS_15,DS_15_15_AC.pickle,111,post expert,NCR
1209,DS_15,DS_15_15_AC.pickle,113,post expert,CR (enhanced)
1210,DS_15,DS_15_15_AC.pickle,114,post expert,NCR
1211,DS_15,DS_15_15_AC.pickle,123,post expert,NCR
1212,DS_15,DS_15_15_AC.pickle,128,post expert,NCR
1213,DS_15,DS_15_15_AC.pickle,134,post expert,NCR
1214,DS_15,DS_15_16_AC.pickle,0,post expert,NCR
1215,DS_15,DS_15_16_AC.pickle,7,post expert,CR (enhanced)
1216,DS_15,DS_15_16_AC.pickle,17,post expert,NCR
1217,DS_15,DS_15_16_AC.pickle,23,post expert,CR (enhanced)
1218,DS_15,DS_15_16_AC.pickle,26,post expert,CR (enhanced)
1219,DS_15,DS_15_16_AC.pickle,27,post expert,CR (enhanced)
1220,DS_15,DS_15_16_AC.pickle,32,post expert,CR (suppressed)
1221,DS_15,DS_15_16_AC.pickle,33,post expert,CR (enhanced)
1222,DS_15,DS_15_16_AC.pickle,35,post expert,NCR
1223,DS_15,DS_15_16_AC.pickle,38,post expert,NCR
1224,DS_15,DS_15_16_AC.pickle,40,post expert,NCR
1225,DS_15,DS_15_16_AC.pickle,48,post expert,CR (enhanced)
1226,DS_15,DS_15_16_AC.pickle,49,post expert,NCR
1227,DS_15,DS_15_16_AC.pickle,68,post expert,CR (enhanced)
1228,DS_15,DS_15_16_AC.pickle,69,post expert,CR (enhanced)
1229,DS_15,DS_15_16_AC.pickle,70,post expert,NCR
1230,DS_15,DS_15_16_AC.pickle,72,post expert,NCR
1231,DS_15,DS_15_16_AC.pickle,73,post expert,NCR
1232,DS_15,DS_15_16_AC.pickle,77,post expert,CR (enhanced)
1233,DS_15,DS_15_16_AC.pickle,78,post expert,NCR
1234,DS_15,DS_15_17_AC.pickle,0,post expert,NCR
1235,DS_15,DS_15_17_AC.pickle,2,post expert,NCR
1236,DS_15,DS_15_17_AC.pickle,5,post expert,NCR
1237,DS_15,DS_15_17_AC.pickle,8,post expert,NCR
1238,DS_15,DS_15_17_AC.pickle,14,post expert,NCR
1239,DS_15,DS_15_17_AC.pickle,15,post expert,CR (enhanced)
1240,DS_15,DS_15_17_AC.pickle,22,post expert,NCR
1241,DS_15,DS_15_17_AC.pickle,25,post expert,NCR
1242,DS_15,DS_15_17_AC.pickle,26,post expert,NCR
1243,DS_15,DS_15_17_AC.pickle,28,post expert,NCR
1244,DS_15,DS_15_17_AC.pickle,35,post expert,NCR
1245,DS_15,DS_15_17_AC.pickle,40,post expert,NCR
1246,DS_15,DS_15_17_AC.pickle,49,post expert,NCR
1247,DS_15,DS_15_17_AC.pickle,54,post expert,NCR
1248,DS_15,DS_15_17_AC.pickle,65,post expert,NCR
1249,DS_15,DS_15_1_AC.pickle,3,pre expert,CR (enhanced)
1250,DS_15,DS_15_1_AC.pickle,5,pre expert,CR (suppressed)
1251,DS_15,DS_15_1_AC.pickle,6,pre expert,NCR
1252,DS_15,DS_15_1_AC.pickle,11,pre expert,CR (suppressed)
1253,DS_15,DS_15_1_AC.pickle,16,pre expert,CR (enhanced)
1254,DS_15,DS_15_1_AC.pickle,22,pre expert,CR (enhanced)
1255,DS_15,DS_15_1_AC.pickle,26,pre expert,NCR
1256,DS_15,DS_15_1_AC.pickle,46,pre expert,CR (enhanced)
1257,DS_15,DS_15_1_AC.pickle,49,pre expert,CR (enhanced)
1258,DS_15,DS_15_1_AC.pickle,52,pre expert,NCR
1259,DS_15,DS_15_1_AC.pickle,59,pre expert,CR (suppressed)
1260,DS_15,DS_15_1_AC.pickle,63,pre expert,NCR
1261,DS_15,DS_15_1_AC.pickle,71,pre expert,NCR
1262,DS_15,DS_15_1_AC.pickle,76,pre expert,CR (enhanced)
1263,DS_15,DS_15_1_AC.pickle,81,pre expert,NCR
1264,DS_15,DS_15_1_AC.pickle,87,pre expert,CR (enhanced)
1265,DS_19,DS_19_14_AC.pickle,3,post expert,NCR
1266,DS_19,DS_19_14_AC.pickle,15,post expert,NCR
1267,DS_19,DS_19_14_AC.pickle,19,post expert,CR (enhanced)
1268,DS_19,DS_19_14_AC.pickle,47,post expert,CR (enhanced)
1269,DS_19,DS_19_14_AC.pickle,51,post expert,NCR
1270,DS_19,DS_19_14_AC.pickle,52,post expert,NCR
1271,DS_19,DS_19_14_AC.pickle,58,post expert,NCR
1272,DS_19,DS_19_14_AC.pickle,59,post expert,NCR
1273,DS_19,DS_19_16_AC.pickle,2,post expert,CR (enhanced)
1274,DS_19,DS_19_16_AC.pickle,11,post expert,NCR
1275,DS_19,DS_19_16_AC.pickle,12,post expert,NCR
1276,DS_19,DS_19_16_AC.pickle,15,post expert,NCR
1277,DS_19,DS_19_16_AC.pickle,19,post expert,NCR
1278,DS_19,DS_19_16_AC.pickle,26,post expert,NCR
1279,DS_19,DS_19_16_AC.pickle,30,post expert,NCR
1280,DS_19,DS_19_16_AC.pickle,36,post expert,NCR
1281,DS_19,DS_19_16_AC.pickle,54,post expert,NCR
1282,DS_19,DS_19_16_AC.pickle,68,post expert,CR (enhanced)
1283,DS_19,DS_19_16_AC.pickle,72,post expert,CR (enhanced)
1284,DS_19,DS_19_16_AC.pickle,73,post expert,CR (enhanced)
1285,DS_19,DS_19_16_AC.pickle,83,post expert,CR (enhanced)
1286,DS_19,DS_19_16_AC.pickle,97,post expert,CR (enhanced)
1287,DS_19,DS_19_16_AC.pickle,122,post expert,NCR
1288,DS_19,DS_19_16_AC.pickle,123,post expert,CR (suppressed)
1289,DS_19,DS_19_16_AC.pickle,125,post expert,NCR
1290,DS_19,DS_19_16_AC.pickle,126,post expert,NCR
1291,DS_19,DS_19_16_AC.pickle,129,post expert,NCR
1292,DS_19,DS_19_16_AC.pickle,131,post expert,NCR
1293,DS_19,DS_19_16_AC.pickle,132,post expert,CR (enhanced)
1294,DS_19,DS_19_16_AC.pickle,136,post expert,NCR
1295,DS_19,DS_19_16_AC.pickle,146,post expert,CR (enhanced)
1296,DS_19,DS_19_18_AC.pickle,4,post expert,NCR
1297,DS_19,DS_19_18_AC.pickle,6,post expert,NCR
1298,DS_19,DS_19_18_AC.pickle,10,post expert,CR (enhanced)
1299,DS_19,DS_19_18_AC.pickle,19,post expert,NCR
1300,DS_19,DS_19_18_AC.pickle,30,post expert,NCR
1301,DS_19,DS_19_19_AC.pickle,2,post expert,CR (enhanced)
1302,DS_19,DS_19_19_AC.pickle,21,post expert,CR (enhanced)
1303,DS_19,DS_19_19_AC.pickle,27,post expert,NCR
1304,DS_19,DS_19_19_AC.pickle,36,post expert,NCR
1305,DS_19,DS_19_19_AC.pickle,38,post expert,NCR
1306,DS_19,DS_19_19_AC.pickle,42,post expert,CR (enhanced)
1307,DS_19,DS_19_19_AC.pickle,45,post expert,NCR
1308,DS_19,DS_19_19_AC.pickle,47,post expert,NCR
1309,DS_19,DS_19_1_AC.pickle,1,pre expert,NCR
1310,DS_19,DS_19_1_AC.pickle,3,pre expert,NCR
1311,DS_19,DS_19_1_AC.pickle,11,pre expert,NCR
1312,DS_19,DS_19_1_AC.pickle,12,pre expert,NCR
1313,DS_19,DS_19_1_AC.pickle,14,pre expert,NCR
1314,DS_19,DS_19_1_AC.pickle,15,pre expert,NCR
1315,DS_19,DS_19_1_AC.pickle,41,pre expert,CR (enhanced)
1316,DS_19,DS_19_1_AC.pickle,43,pre expert,CR (enhanced)
1317,DS_19,DS_19_1_AC.pickle,65,pre expert,CR (enhanced)
1318,DS_19,DS_19_1_AC.pickle,68,pre expert,NCR
1319,DS_19,DS_19_1_AC.pickle,88,pre expert,NCR
1320,DS_19,DS_19_1_AC.pickle,90,pre expert,NCR
1321,DS_19,DS_19_1_AC.pickle,91,pre expert,NCR
1322,DS_19,DS_19_1_AC.pickle,96,pre expert,NCR
1323,DS_19,DS_19_1_AC.pickle,106,pre expert,NCR
1324,DS_19,DS_19_20_AC.pickle,7,post expert,CR (enhanced)
1325,DS_19,DS_19_20_AC.pickle,8,post expert,NCR
1326,DS_19,DS_19_20_AC.pickle,14,post expert,CR (enhanced)
