,animal,session,cluster,p value
578,BS_87,BS_87_4_AC.pickle,57,0.06706260703979042
579,BS_87,BS_87_4_AC.pickle,62,0.05830099307883311
580,BS_87,BS_87_4_AC.pickle,63,0.024042938466900202
581,BS_87,BS_87_4_AC.pickle,73,0.7961766418000642
582,BS_87,BS_87_4_AC.pickle,74,0.7308896339651667
583,BS_87,BS_87_4_AC.pickle,99,0.08030066018834871
584,BS_87,BS_87_4_AC.pickle,115,
585,BS_87,BS_87_4_AC.pickle,124,0.0066856947819283995
586,BS_87,BS_87_4_AC.pickle,125,0.09313638532809046
587,BS_87,BS_87_4_AC.pickle,141,0.9498760976834689
588,BS_87,BS_87_4_AC.pickle,142,0.45294956681450305
589,BS_87,BS_87_4_AC.pickle,145,0.47788262792430025
590,BS_87,BS_87_4_AC.pickle,154,0.8301290496460978
591,BS_87,BS_87_4_AC.pickle,156,0.7350084955222077
592,BS_87,BS_87_4_AC.pickle,162,0.003957821597398702
593,BS_87,BS_87_4_AC.pickle,166,0.3878938772829921
594,BS_87,BS_87_4_AC.pickle,172,0.08806439771091663
595,BS_87,BS_87_4_AC.pickle,181,0.6719746365304737
596,BS_87,BS_87_4_AC.pickle,187,0.4409891394762647
597,BS_87,BS_87_4_AC.pickle,216,0.508510983945345
598,BS_87,BS_87_4_AC.pickle,227,0.19920919634952702
599,BS_87,BS_87_4_AC.pickle,267,0.2940662727550983
600,BS_87,BS_87_5_AC.pickle,7,0.8793623109303849
601,BS_87,BS_87_5_AC.pickle,11,0.5341415815345708
602,BS_87,BS_87_5_AC.pickle,14,0.6029621657617217
603,BS_87,BS_87_5_AC.pickle,18,0.007410210026613522
604,BS_87,BS_87_5_AC.pickle,24,0.17573093227992445
605,BS_87,BS_87_5_AC.pickle,25,0.0007235982671451197
606,BS_87,BS_87_5_AC.pickle,33,0.11467904184073145
607,BS_87,BS_87_5_AC.pickle,35,0.39720780213517337
608,BS_87,BS_87_5_AC.pickle,42,0.9147831497608233
609,BS_87,BS_87_5_AC.pickle,43,0.10720093155144504
610,BS_87,BS_87_5_AC.pickle,47,0.5875210784297016
611,BS_87,BS_87_5_AC.pickle,49,0.7734803145304742
612,BS_87,BS_87_5_AC.pickle,52,0.46313280457381556
613,BS_87,BS_87_5_AC.pickle,53,0.6756163666931785
614,BS_87,BS_87_5_AC.pickle,55,0.050939462220270154
615,BS_87,BS_87_5_AC.pickle,83,0.6672424033344677
616,BS_87,BS_87_5_AC.pickle,84,0.5436477724670852
617,BS_87,BS_87_5_AC.pickle,87,0.5485584089432657
618,BS_87,BS_87_5_AC.pickle,93,0.7617320947400158
619,BS_87,BS_87_5_AC.pickle,97,0.6112073835224925
620,BS_87,BS_87_5_AC.pickle,101,0.4811309174158751
621,BS_87,BS_87_6_AC.pickle,16,0.9461675656162908
622,BS_87,BS_87_6_AC.pickle,40,0.7344015471660595
623,BS_87,BS_87_6_AC.pickle,61,0.27142070429862725
624,BS_87,BS_87_6_AC.pickle,62,0.3389099622610049
625,BS_87,BS_87_6_AC.pickle,84,0.8145142159882779
626,BS_87,BS_87_6_AC.pickle,87,0.6377923609519545
627,BS_87,BS_87_6_AC.pickle,88,0.034539035911044146
628,BS_87,BS_87_6_AC.pickle,98,0.7095708067764814
629,BS_87,BS_87_8_AC.pickle,1,0.4015236737843145
630,BS_87,BS_87_8_AC.pickle,2,0.7831755052226648
631,BS_87,BS_87_8_AC.pickle,66,0.45383824416631546
632,BS_87,BS_87_9_AC.pickle,27,0.4528427234583634
633,BS_87,BS_87_9_AC.pickle,50,0.7319668228012147
634,BS_87,BS_87_9_AC.pickle,77,0.7859864575509505
635,BS_87,BS_87_9_AC.pickle,86,0.3474876364018782
636,BS_87,BS_87_9_AC.pickle,120,0.7037354024520276
637,DS_15,DS_15_11_AC.pickle,2,0.9462016239944377
638,DS_15,DS_15_11_AC.pickle,11,0.1465786951166299
639,DS_15,DS_15_11_AC.pickle,63,0.24921274171220745
640,DS_15,DS_15_11_AC.pickle,83,0.40025672090357867
641,DS_15,DS_15_11_AC.pickle,84,0.5473786057292367
642,DS_15,DS_15_11_AC.pickle,97,0.4668415535107934
643,DS_15,DS_15_11_AC.pickle,101,0.3291978777328489
644,DS_15,DS_15_11_AC.pickle,107,0.04775876051302277
645,DS_15,DS_15_11_AC.pickle,140,0.4936988734171657
646,DS_15,DS_15_12_AC.pickle,6,0.4510894300385637
647,DS_15,DS_15_12_AC.pickle,8,0.927868085386963
648,DS_15,DS_15_12_AC.pickle,17,0.41276856903221804
649,DS_15,DS_15_12_AC.pickle,19,0.18961062575019208
650,DS_15,DS_15_12_AC.pickle,22,0.3973925992896731
651,DS_15,DS_15_12_AC.pickle,32,0.48167517302010054
652,DS_15,DS_15_12_AC.pickle,42,0.739897013801802
653,DS_15,DS_15_12_AC.pickle,48,0.6934840012721715
654,DS_15,DS_15_14_AC.pickle,20,0.8729249134501313
655,DS_15,DS_15_14_AC.pickle,36,0.7526202906873519
656,DS_15,DS_15_14_AC.pickle,52,0.3647403722031386
657,DS_15,DS_15_14_AC.pickle,54,0.1873046182243652
658,DS_15,DS_15_14_AC.pickle,55,0.8562116618342648
659,DS_15,DS_15_14_AC.pickle,58,0.07139102605211511
660,DS_15,DS_15_14_AC.pickle,59,0.8204828763570144
661,DS_15,DS_15_14_AC.pickle,65,0.9419437595522895
662,DS_15,DS_15_14_AC.pickle,66,0.7865234527753074
663,DS_15,DS_15_14_AC.pickle,72,0.0031751332243363413
664,DS_15,DS_15_14_AC.pickle,82,0.3051874914350217
665,DS_15,DS_15_14_AC.pickle,86,0.17476929731921637
666,DS_15,DS_15_14_AC.pickle,87,0.06119550821714333
667,DS_15,DS_15_14_AC.pickle,89,0.0679954875274804
668,DS_15,DS_15_14_AC.pickle,100,0.9671731234883041
669,DS_15,DS_15_14_AC.pickle,146,0.014354245492144983
670,DS_15,DS_15_16_AC.pickle,7,0.6479866905332989
671,DS_15,DS_15_16_AC.pickle,26,0.4292341164590472
672,DS_15,DS_15_16_AC.pickle,27,0.2606970073513626
673,DS_15,DS_15_16_AC.pickle,32,0.7812045991197809
674,DS_15,DS_15_16_AC.pickle,33,0.6704629532512333
675,DS_15,DS_15_16_AC.pickle,35,0.5164972627379878
676,DS_15,DS_15_16_AC.pickle,48,0.13578563339349134
677,DS_15,DS_15_16_AC.pickle,49,0.5838223026472406
678,DS_15,DS_15_16_AC.pickle,73,0.6020244011247173
679,DS_15,DS_15_16_AC.pickle,77,0.409609134612402
680,DS_15,DS_15_1_AC.pickle,3,0.45458384877833313
681,DS_15,DS_15_1_AC.pickle,6,0.41407332017904275
682,DS_15,DS_15_1_AC.pickle,16,0.2115613349705822
683,DS_15,DS_15_1_AC.pickle,26,0.7433236505134602
684,DS_15,DS_15_1_AC.pickle,46,3.2448594807676157e-14
685,DS_15,DS_15_1_AC.pickle,59,0.4739116480577239
686,DS_15,DS_15_1_AC.pickle,71,0.8798261396762646
687,DS_15,DS_15_1_AC.pickle,76,0.7291781700937234
688,DS_15,DS_15_1_AC.pickle,81,0.8297137971211743
689,DS_15,DS_15_1_AC.pickle,87,0.3335952238767217
690,DS_15,DS_15_3_AC.pickle,3,0.3229263137405183
691,DS_15,DS_15_3_AC.pickle,21,0.10457988109332507
692,DS_15,DS_15_3_AC.pickle,22,0.22077173267918807
693,DS_15,DS_15_3_AC.pickle,28,0.0023735202180156906
694,DS_15,DS_15_3_AC.pickle,30,0.08216300261889241
695,DS_15,DS_15_3_AC.pickle,39,0.0006969970873446603
696,DS_15,DS_15_3_AC.pickle,43,0.07849984289101883
697,DS_15,DS_15_3_AC.pickle,54,0.4016591072438037
698,DS_15,DS_15_3_AC.pickle,56,0.17922699786933538
699,DS_15,DS_15_3_AC.pickle,89,0.00766920537696688
700,DS_15,DS_15_3_AC.pickle,99,0.4623286364125454
701,DS_15,DS_15_4_AC.pickle,3,0.7021884155194682
702,DS_15,DS_15_4_AC.pickle,19,0.036133648800665205
703,DS_15,DS_15_4_AC.pickle,21,0.2445696426444034
704,DS_15,DS_15_5_AC.pickle,37,0.2767081545070016
705,DS_15,DS_15_6_AC.pickle,0,0.23782144162563942
706,DS_15,DS_15_6_AC.pickle,8,0.35704065095691995
707,DS_15,DS_15_6_AC.pickle,9,0.5590848271955138
708,DS_15,DS_15_6_AC.pickle,19,0.15279974936128846
709,DS_15,DS_15_6_AC.pickle,25,0.6888806212644482
710,DS_15,DS_15_6_AC.pickle,26,0.7750519292037237
711,DS_15,DS_15_6_AC.pickle,37,0.3391530695035869
712,DS_15,DS_15_6_AC.pickle,39,0.4427695270727775
713,DS_15,DS_15_6_AC.pickle,47,0.748788432883266
714,DS_15,DS_15_6_AC.pickle,53,0.648562905368852
715,DS_15,DS_15_6_AC.pickle,58,0.0026067708259271643
716,DS_15,DS_15_6_AC.pickle,64,0.22053707292504926
717,DS_15,DS_15_6_AC.pickle,70,0.215480353997079
718,DS_15,DS_15_7_AC.pickle,28,0.15720816793874717
719,DS_15,DS_15_8_AC.pickle,6,0.7976346273003598
720,DS_15,DS_15_8_AC.pickle,21,0.47239883638590996
721,DS_15,DS_15_8_AC.pickle,28,0.0009038964306192453
722,DS_15,DS_15_8_AC.pickle,38,0.16633522004094184
723,DS_15,DS_15_9_AC.pickle,36,0.0004584729356062399
724,DS_15,DS_15_9_AC.pickle,45,0.44038233422801987
725,DS_15,DS_15_9_AC.pickle,69,0.15557941043480714
726,DS_15,DS_15_9_AC.pickle,77,0.3225512773449499
727,DS_15,DS_15_9_AC.pickle,121,0.5768486887832223
728,DS_15,DS_15_9_AC.pickle,129,0.5110281162948793
729,DS_15,DS_15_9_AC.pickle,135,0.28464945539849434
730,DS_15,DS_15_9_AC.pickle,148,0.10705942899098708
731,DS_19,DS_19_10_AC.pickle,12,0.19264928875207665
732,DS_19,DS_19_10_AC.pickle,22,0.6142825862911891
733,DS_19,DS_19_11_AC.pickle,14,0.5875484251774589
734,DS_19,DS_19_11_AC.pickle,25,0.5903936886890229
735,DS_19,DS_19_11_AC.pickle,44,0.5895671000052596
736,DS_19,DS_19_11_AC.pickle,47,0.10464744785109503
737,DS_19,DS_19_12_AC.pickle,15,0.6373387666045995
738,DS_19,DS_19_14_AC.pickle,47,0.46236674657954824
739,DS_19,DS_19_1_AC.pickle,1,0.23808970107745078
740,DS_19,DS_19_1_AC.pickle,3,0.03652815073822287
741,DS_19,DS_19_1_AC.pickle,41,0.04684726685518339
742,DS_19,DS_19_1_AC.pickle,43,0.701147428064957
743,DS_19,DS_19_1_AC.pickle,65,0.01269945323052603
744,DS_19,DS_19_1_AC.pickle,91,0.9526684209119463
745,DS_19,DS_19_1_AC.pickle,96,0.03168897678674751
746,DS_19,DS_19_1_AC.pickle,106,0.04264661982456388
747,DS_19,DS_19_3_AC.pickle,9,0.04039761076329936
748,DS_19,DS_19_3_AC.pickle,11,0.18601706476301996
749,DS_19,DS_19_3_AC.pickle,18,0.2639738359790136
750,DS_19,DS_19_3_AC.pickle,22,0.8492612505760293
751,DS_19,DS_19_3_AC.pickle,33,0.44541676328461766
752,DS_19,DS_19_3_AC.pickle,43,0.02045344323817683
753,DS_19,DS_19_3_AC.pickle,49,0.0021901309314381733
754,DS_19,DS_19_3_AC.pickle,52,0.14150584774484246
755,DS_19,DS_19_3_AC.pickle,56,0.10802021359656418
756,DS_19,DS_19_3_AC.pickle,59,0.20650447628314222
757,DS_19,DS_19_3_AC.pickle,64,0.7034232131843045
758,DS_19,DS_19_3_AC.pickle,65,0.985710615583239
759,DS_19,DS_19_3_AC.pickle,72,0.2415990034584123
760,DS_19,DS_19_3_AC.pickle,76,0.582218203146974
761,DS_19,DS_19_3_AC.pickle,79,0.3265115132498301
762,DS_19,DS_19_3_AC.pickle,106,0.11785622920928353
763,DS_19,DS_19_3_AC.pickle,123,0.27789225925095923
764,DS_19,DS_19_4_AC.pickle,8,0.46046747954178957
765,DS_19,DS_19_4_AC.pickle,12,0.0024117131038759875
766,DS_19,DS_19_4_AC.pickle,20,0.21457771851867857
767,DS_19,DS_19_4_AC.pickle,22,0.5846184767480044
768,DS_19,DS_19_4_AC.pickle,23,0.04463142573835823
769,DS_19,DS_19_4_AC.pickle,33,0.03282172531104601
770,DS_19,DS_19_4_AC.pickle,41,0.09979626457483616
771,DS_19,DS_19_4_AC.pickle,56,0.4653772602036781
772,DS_19,DS_19_4_AC.pickle,60,0.01408081319056051
773,DS_19,DS_19_4_AC.pickle,87,0.13254754510248418
774,DS_19,DS_19_4_AC.pickle,99,0.22409869453143294
775,DS_19,DS_19_4_AC.pickle,110,0.004495471353932323
776,DS_19,DS_19_5_AC.pickle,5,0.12685342853269915
777,DS_19,DS_19_5_AC.pickle,7,0.21875111746424789
778,DS_19,DS_19_5_AC.pickle,24,0.14166253878060442
779,DS_19,DS_19_5_AC.pickle,25,0.19504285766916046
780,DS_19,DS_19_5_AC.pickle,30,0.005189572748588301
781,DS_19,DS_19_5_AC.pickle,53,0.013801716275451481
782,DS_19,DS_19_5_AC.pickle,59,0.02637943191272641
783,DS_19,DS_19_5_AC.pickle,61,0.07834712578268632
784,DS_19,DS_19_5_AC.pickle,68,0.08987072024572722
785,DS_19,DS_19_5_AC.pickle,73,0.630055559134507
786,DS_19,DS_19_5_AC.pickle,132,0.002291750003410614
787,DS_19,DS_19_5_AC.pickle,141,5.331020792183927e-06
788,DS_19,DS_19_5_AC.pickle,151,0.19497349617495577
789,DS_19,DS_19_5_AC.pickle,152,0.24723932498864262
790,DS_19,DS_19_5_AC.pickle,157,0.41228538227638556
791,DS_19,DS_19_5_AC.pickle,161,0.5840294780448138
792,DS_19,DS_19_5_AC.pickle,190,0.7378858608025052
793,DS_19,DS_19_5_AC.pickle,211,0.2355067829393384
794,DS_19,DS_19_5_AC.pickle,213,0.31553859041307364
795,DS_19,DS_19_6_AC.pickle,2,0.20493308751186456
796,DS_19,DS_19_6_AC.pickle,8,5.697617297466659e-06
797,DS_19,DS_19_6_AC.pickle,10,0.23936870051986606
798,DS_19,DS_19_6_AC.pickle,12,0.5661939909694058
799,DS_19,DS_19_6_AC.pickle,25,0.46809298742192784
800,DS_19,DS_19_6_AC.pickle,31,0.7119421591090005
801,DS_19,DS_19_6_AC.pickle,40,0.045479991150303774
802,DS_19,DS_19_6_AC.pickle,45,0.9006286497571165
803,DS_19,DS_19_6_AC.pickle,51,0.3476652275352101
804,DS_19,DS_19_6_AC.pickle,54,0.950396420081906
805,DS_19,DS_19_6_AC.pickle,77,0.11103914406574701
806,DS_19,DS_19_6_AC.pickle,103,0.30716703904382675
807,DS_19,DS_19_6_AC.pickle,109,0.8991249760194903
808,DS_19,DS_19_6_AC.pickle,121,0.6381719759088349
809,DS_19,DS_19_6_AC.pickle,142,0.12824224705513193
810,DS_19,DS_19_6_AC.pickle,144,0.28702656767636225
811,DS_19,DS_19_6_AC.pickle,166,0.002995897767384256
812,DS_19,DS_19_6_AC.pickle,173,0.08547465516858789
813,DS_19,DS_19_6_AC.pickle,191,0.48028311569836135
814,DS_19,DS_19_6_AC.pickle,214,0.026174956370911332
815,DS_19,DS_19_6_AC.pickle,220,0.08858805286375439
816,DS_19,DS_19_6_AC.pickle,228,1.8282836852596636e-06
817,DS_19,DS_19_6_AC.pickle,229,0.02820623452485157
818,DS_19,DS_19_6_AC.pickle,238,0.1464348595749611
819,DS_19,DS_19_6_AC.pickle,245,0.6646338643062861
820,DS_19,DS_19_6_AC.pickle,248,0.5574575970811968
821,DS_19,DS_19_6_AC.pickle,253,0.362021067126606
822,DS_19,DS_19_6_AC.pickle,262,0.6086788066630423
823,DS_19,DS_19_6_AC.pickle,264,0.76039146353158
824,DS_19,DS_19_6_AC.pickle,265,0.4512566791514271
825,DS_19,DS_19_6_AC.pickle,266,0.3404327105300834
826,DS_19,DS_19_7_AC.pickle,10,0.022904041008441137
827,DS_19,DS_19_7_AC.pickle,13,0.18864564293695663
828,DS_19,DS_19_7_AC.pickle,15,0.003367968642237194
829,DS_19,DS_19_7_AC.pickle,16,0.10914701563536314
830,DS_19,DS_19_7_AC.pickle,19,0.6897329671526742
831,DS_19,DS_19_7_AC.pickle,28,0.8710826782563985
832,DS_19,DS_19_7_AC.pickle,30,0.4130283287715891
833,DS_19,DS_19_7_AC.pickle,37,0.7777064964962976
834,DS_19,DS_19_7_AC.pickle,41,0.9342057064302395
835,DS_19,DS_19_7_AC.pickle,45,0.5620476567324146
836,DS_19,DS_19_7_AC.pickle,66,0.10213941725160418
837,DS_19,DS_19_7_AC.pickle,76,0.18119734500733067
838,DS_19,DS_19_7_AC.pickle,85,0.5861908079473496
839,DS_19,DS_19_7_AC.pickle,88,0.2687299002399293
840,DS_19,DS_19_8_AC.pickle,2,0.8123577189766772
841,DS_19,DS_19_8_AC.pickle,3,0.2126325314049579
842,DS_19,DS_19_8_AC.pickle,4,0.00014062570924195078
843,DS_19,DS_19_8_AC.pickle,6,0.8438337966335313
844,DS_19,DS_19_8_AC.pickle,9,0.3889126011422964
845,DS_19,DS_19_8_AC.pickle,10,0.3727021687455644
846,DS_19,DS_19_8_AC.pickle,49,0.012927797444693473
847,DS_19,DS_19_8_AC.pickle,54,0.5621254926150847
848,DS_19,DS_19_8_AC.pickle,57,0.05389331659140133
849,DS_19,DS_19_8_AC.pickle,78,0.3413309211534685
850,DS_19,DS_19_8_AC.pickle,79,0.10576659017091308
851,DS_19,DS_19_8_AC.pickle,84,0.0011943122539983396
852,DS_19,DS_19_8_AC.pickle,90,0.034610124430838315
853,DS_19,DS_19_8_AC.pickle,96,0.11488302980523117
854,DS_19,DS_19_8_AC.pickle,118,0.0025685693902898947
855,DS_19,DS_19_8_AC.pickle,134,0.14848556984693537
856,DS_19,DS_19_8_AC.pickle,138,0.9520676741111518
857,DS_19,DS_19_8_AC.pickle,143,0.9798283745273519
858,DS_19,DS_19_8_AC.pickle,156,0.7385613918882867
859,DS_19,DS_19_8_AC.pickle,162,0.5623465004087407
860,DS_19,DS_19_8_AC.pickle,163,0.575058544136656
861,DS_19,DS_19_8_AC.pickle,164,0.4722954362409588
862,DS_19,DS_19_9_AC.pickle,15,0.34727517843898525
863,DS_19,DS_19_9_AC.pickle,18,0.6350285406205278
864,DS_19,DS_19_9_AC.pickle,56,0.9846553138577145
865,DS_19,DS_19_9_AC.pickle,68,0.736592134721906
